Date,order id,Product ,Qty,Unit Price (NGN),Total,Vendor,channel,Payment Method,Delivery Fee
04/06/2026,BD22648,Zobo,1,500,500,Butter N Crumbs,walk-in,card,0
23/06/2026,BD41768,Bottled Water,1,200,200,Alaga Spot,App,transfer,300
13/05/2026,BD32706,Puff Puff (6pcs),2,500,1000,Amala Pavilion,Walk In,Transfer,0
29-May-2026,BD20295,Soft Drink,1,400,400,Amala Pavilion,APP,transfer,300
20-Jun-2026,BD75393,  MEAT PIE  ,3,800,2400,Jummie Kitchen,APP,cash,0
12/05/2026,BD49378,Soft Drink,2,400,800,Alaga Spot,Phone,cash,0
23/07/2026,BD46754,Fried Rice,1,1884,1884,Amala Pavilion,walk-in,transfer,200
02-Jun-2026,BD57708,Fish (piece),3,1200,3600,Munchies,phone,cash,300
23-May-2026,BD11653,White Rice & Stew,1,1500,1500,Alaga Spot,phone,pos,300
19/06/2026,BD97460,Meat Pie,1,800,800,Butter N Crumbs,Walk In,cash,0
29/05/2026,BD95124,  MOI MOI  ,2,700,1400,Jummie Kitchen,Phone,Cash,500
17/05/2026,BD12348,Jollof Rice,3,1800,5400,Alaga Spot,walk-in,POS,200
27/07/2026,BD36858,Fried Rice,1,1800,1800,Alaga Spot,App,transfer,500
16/06/2026,BD65982,Fried Rice,2,1800,3600,Alaga Spot,app,transfer,200
07/06/2026,BD94825,Soft Drink,1,400,400,Alaga Spot,App,cash,300
28/06/2026,BD46194,Eba & Okra,4,1500,6000,Amala Pavilion,APP,Transfer,0
18-Jul-2026,BD41380,Chicken (piece),1,1500,1500,Jummie Kitchen,Walk In,Transfer,200
27/06/2026,BD81641,White Rice & Stew,3,1500,4500,Jummie Kitchen,APP,POS,500
06/07/2026,BD45582,Moi Moi,2,700,1400,Butter N Crumbs,App,pos,0
16/07/2026,BD93947,Fish (piece),1,1200,1200,Alaga Spot,walk-in,POS,0
01/06/2026,BD15975,Meat Pie,1,800,800,Jummie Kitchen,App,transfer,200
2026-05-09,BD28909,Eba & Okra,2,1500,3000,Butter N Crumbs,phone,card,0
2026-06-24,BD35419,Fried Rice,1,1800,1800,Amala Pavilion,APP,card,200
23/07/2026,BD22594,Beef (piece),2,800,1600,Butter N Crumbs,walk-in,Transfer,200
31/05/2026,BD41692,Pounded Yam & Egusi,2,2500,5000,Butter N Crumbs,walk-in,card,200
07/05/2026,BD77154,Puff Puff (6pcs),2,500,1000,Amala Pavilion,App,cash,500
09/05/2026,BD91689,Fried Rice,1,1800,1800,Munchies,APP,transfer,300
31/05/2026,BD14959,Jollof Rice,3,1800,5400,Jummie Kitchen,APP,POS,200
24/07/2026,BD72492,Meat Pie,2,NGN800,1600,Butter N Crumbs,App,Transfer,0
09/05/2026,BD30885,Soft Drink,1,400,400,Butter N Crumbs,Phone,Cash,200
29/06/2026,BD13378,Zobo,1,500,500,Jummie Kitchen,phone,POS,300
13-Jul-2026,BD21453,White Rice & Stew,1,1500,1500,Munchies,app,POS,200
04-Jul-2026,BD11602,Eba & Okra,2,1500,3000,Alaga Spot,phone,POS,300
19/06/2026,BD21115,Eba & Okra,1,1500,1500,Butter N Crumbs,APP,Transfer,300
24/05/2026,BD39083,Meat Pie,1,800,800,Jummie Kitchen,app,pos,200
13/05/2026,BD69942,Pounded Yam & Egusi,1,2500,2500,Amala Pavilion,App,card,0
24/05/2026,BD98407,Moi Moi,2,700,1400,Amala Pavilion,App,Transfer,0
05/06/2026,BD86541,  CHICKEN (PIECE)  ,1,1500,1500,Jummie Kitchen,phone,transfer,300
06/06/2026,BD31001,Zobo,2,500,1000,Jummie Kitchen,phone,pos,0
22/07/2026,BD72518,  FRIED RICE  ,1,1800,1800,Jummie Kitchen,phone,card,0
15/05/2026,BD99550,Moi Moi,2,700,1400,Jummie Kitchen,,,200
14/07/2026,BD35551,Zobo,1,500,500,Butter N Crumbs,Walk In,Transfer,300
03-Jul-2026,BD42339,Amala & Ewedu,2,2000,4000,Alaga Spot,APP,cash,0
01/05/2026,BD87110,Puff Puff (6pcs),1,500,500,Butter N Crumbs,walk-in,transfer,0
31/05/2026,BD14569,  BEEF (PIECE)  ,1,800,800,Butter N Crumbs,Walk In,pos,300
18/06/2026,BD22699,Pounded Yam & Egusi,3,"NGN2,500",7500,Butter N Crumbs,APP,cash,200
07/07/2026,BD95219,Soft Drink,3,400,1200,Munchies,phone,pos,200
16/06/2026,BD16889,Soft Drink,2,400,800,Alaga Spot,Phone,POS,300
10/06/2026,BD32044,Amala & Ewedu,2,2000,4000,Butter N Crumbs,phone,card,300
25/07/2026,BD69151,Amala & Ewedu,2,2000,4000,Jummie Kitchen,phone,transfer,0
20/05/2026,BD81529,Amala & Ewedu,1,2000,2000,Alaga Spot,Walk In,POS,200
10/07/2026,BD96925,Fish (piece),1,1200,1200,Jummie Kitchen,,,200
15/07/2026,BD71928,Pounded Yam & Egusi,1,2500,2500,Jummie Kitchen,walkin,POS,500
02/06/2026,BD48769,Fish (piece),2,1200,2400,Munchies,app,Cash,200
06/06/2026,BD94030,Bottled Water,1,200,200,Amala Pavilion,walk-in,POS,200
18/06/2026,BD58380,Meat Pie,1,800,800,Butter N Crumbs,Walk In,POS,0
19/05/2026,BD22577,Pounded Yam & Egusi,3,2500,7500,Butter N Crumbs,app,POS,0
17/06/2026,BD19248,Beef (piece),1,800,800,Jummie Kitchen,walk-in,POS,200
22/06/2026,BD38351,Jollof Rice,1,1800,1800,Munchies,walk-in,transfer,200
2026-06-05,BD32114,  FISH (PIECE)  ,1,1200,1200,Alaga Spot,walkin,Transfer,500
13/07/2026,BD79380,Amala & Ewedu,1,2000,2000,Alaga Spot,Phone,card,0
28/07/2026,BD67208,Puff Puff (6pcs),1,500,500,Alaga Spot,,,500
08/06/2026,BD72537,Moi Moi,1,650,650,Amala Pavilion,Phone,cash,500
13/07/2026,BD53992,Moi Moi,1,700,700,Butter N Crumbs,phone,Cash,200
01-May-2026,BD91070,Zobo,1,500,500,Jummie Kitchen,walk-in,POS,0
21/05/2026,BD99727,Moi Moi,2,700,1400,Alaga Spot,,,0
14/07/2026,BD63704,Amala & Ewedu,1,2000,2000,Amala Pavilion,walkin,pos,300
08/06/2026,BD94833,Beef (piece),2,800,1600,Jummie Kitchen,Phone,Cash,0
09/06/2026,BD69993,Soft Drink,1,400,400,Butter N Crumbs,App,POS,0
13/06/2026,BD42654,Moi Moi,2,700,1400,Butter N Crumbs,phone,Cash,300
18/07/2026,BD67325,Puff Puff (6pcs),1,500,500,Alaga Spot,Walk In,cash,200
28/06/2026,BD23924,Jollof Rice,1,1800,1800,Jummie Kitchen,walkin,Transfer,300
11/06/2026,BD77797,Pounded Yam & Egusi,1,2500,2500,Alaga Spot,app,cash,300
27-Jun-2026,BD51793,Pounded Yam & Egusi,3,2500,7500,Butter N Crumbs,,,200
2026-07-10,BD85448,  FRIED RICE  ,1,1800,1800,Alaga Spot,,,500
12/06/2026,BD35612,Soft Drink,2,400,800,Alaga Spot,App,cash,0
25/06/2026,BD53425,Eba & Okra,1,1500,1500,Munchies,app,POS,0
13/07/2026,BD55066,White Rice & Stew,1,1534,1534,Munchies,walkin,transfer,0
06/06/2026,BD79922,Puff Puff (6pcs),1,500,500,Munchies,walkin,card,300
18/05/2026,BD24945,  CHICKEN (PIECE)  ,1,1500,1500,Alaga Spot,app,cash,200
14-May-2026,BD84498,Eba & Okra,3,1500,4500,Butter N Crumbs,APP,pos,300
22/05/2026,BD70142,Moi Moi,1,700,700,Butter N Crumbs,app,Cash,0
07/07/2026,BD95254,Puff Puff (6pcs),1,500,500,Alaga Spot,walkin,Cash,500
16/05/2026,BD81568,White Rice & Stew,3,1500,4500,Amala Pavilion,walk-in,Transfer,300
12/06/2026,BD37556,Moi Moi,2,700,1400,Alaga Spot,walkin,pos,200
25/05/2026,BD75774,Fish (piece),1,1200,1200,Alaga Spot,APP,Cash,500
06-Jun-2026,BD67986,Zobo,2,500,1000,Amala Pavilion,Walk In,cash,0
19/05/2026,BD38830,Meat Pie,1,800,800,Butter N Crumbs,App,pos,500
14/06/2026,BD89410,Pounded Yam & Egusi,1,2500,2500,Jummie Kitchen,Phone,POS,0
10/05/2026,BD30934,Fish (piece),1,1200,1200,Butter N Crumbs,Walk In,POS,0
03/06/2026,BD13266,Meat Pie,4,800,3200,Amala Pavilion,APP,Cash,200
04/07/2026,BD32553,White Rice & Stew,1,1500,1500,Munchies,APP,Transfer,0
22/05/2026,BD36577,Amala & Ewedu,2,2000,4000,Butter N Crumbs,walkin,Transfer,0
2026-06-22,BD32769,Moi Moi,1,700,700,Jummie Kitchen,APP,Cash,0
05-May-2026,BD95841,  MOI MOI  ,1,700,700,Amala Pavilion,phone,cash,0
05/06/2026,BD74419,Beef (piece),3,800,2400,Jummie Kitchen,phone,Cash,0
15/06/2026,BD42576,Soft Drink,1,400,400,Butter N Crumbs,Phone,card,300
2026-05-25,BD76655,Soft Drink,3,400,1200,Munchies,walkin,Cash,500
02/05/2026,BD16057,Beef (piece),1,800,800,Amala Pavilion,,,300
30-May-2026,BD49286,Chicken (piece),1,1500,1500,Jummie Kitchen,phone,POS,200
20/07/2026,BD20788,Eba & Okra,1,1500,1500,Munchies,APP,card,300
30/05/2026,BD40953,Bottled Water,4,200,800,Munchies,Phone,transfer,500
01-Jul-2026,BD14785,Pounded Yam & Egusi,1,2500,2500,Butter N Crumbs,phone,pos,0
26/07/2026,BD76719,White Rice & Stew,1,1500,1500,Munchies,app,pos,0
26/05/2026,BD99694,Eba & Okra,1,1500,1500,Jummie Kitchen,walk-in,card,200
12/07/2026,BD69285,Amala & Ewedu,3,2000,6000,Amala Pavilion,Phone,cash,200
27/07/2026,BD63955,Fish (piece),3,1200,3600,Butter N Crumbs,APP,cash,0
12-Jun-2026,BD15530,Moi Moi,1,700,700,Munchies,walk-in,POS,0
02/05/2026,BD44760,Chicken (piece),4,1500,6000,Jummie Kitchen,App,Transfer,200
22/07/2026,BD65856,Fried Rice,3,1800,5400,Amala Pavilion,App,card,300
19/07/2026,BD46564,Beef (piece),2,800,1600,Alaga Spot,walk-in,pos,0
25/05/2026,BD58997,Puff Puff (6pcs),1,500,500,Munchies,App,POS,0
07/06/2026,BD66217,Pounded Yam & Egusi,2,2500,5000,Alaga Spot,App,cash,0
21/07/2026,BD20441,Pounded Yam & Egusi,2,2500,5000,Butter N Crumbs,Walk In,card,200
07/06/2026,BD71636,Jollof Rice,1,1800,1800,Amala Pavilion,phone,transfer,300
06/05/2026,BD50953,Soft Drink,3,400,1200,Butter N Crumbs,walk-in,Transfer,300
31/05/2026,BD98931,Meat Pie,3,905,2715,Butter N Crumbs,app,transfer,500
25/05/2026,BD81620,Jollof Rice,1,1800,1800,Jummie Kitchen,Phone,card,0
11/06/2026,BD27527,Eba & Okra,1,1500,1500,Munchies,Phone,transfer,0
23/06/2026,BD70525,Beef (piece),2,800,1600,Amala Pavilion,app,card,500
20/05/2026,BD80736,Amala & Ewedu,3,2000,6000,Alaga Spot,walkin,Cash,0
08-May-2026,BD81932,Zobo,1,500,500,Butter N Crumbs,phone,transfer,200
29/07/2026,BD54287,Fried Rice,2,1800,3600,Amala Pavilion,APP,cash,300
29/07/2026,BD93092,Soft Drink,2,NGN400,800,Butter N Crumbs,Walk In,pos,300
20/06/2026,BD92044,  POUNDED YAM & EGUSI  ,1,2500,2500,Alaga Spot,walk-in,pos,0
16/07/2026,BD69323,White Rice & Stew,2,1500,3000,Amala Pavilion,walkin,POS,300
02/05/2026,BD77033,Moi Moi,1,700,700,Butter N Crumbs,walk-in,cash,0
23/06/2026,BD56890,Fried Rice,1,1800,1800,Alaga Spot,walkin,cash,0
12/06/2026,BD68262,Pounded Yam & Egusi,1,2500,2500,Alaga Spot,app,Cash,500
23/07/2026,BD33371,  MEAT PIE  ,1,800,800,Amala Pavilion,walk-in,Transfer,0
13/07/2026,BD20637,Jollof Rice,2,1800,3600,Munchies,app,Cash,0
13/05/2026,BD61451,Meat Pie,4,800,3200,Jummie Kitchen,walkin,pos,300
14/06/2026,BD55688,Amala & Ewedu,2,2000,4000,Amala Pavilion,walkin,POS,0
19/07/2026,BD93903,Puff Puff (6pcs),1,500,500,Munchies,App,Cash,0
16-Jun-2026,BD14501,Pounded Yam & Egusi,1,2500,2500,Jummie Kitchen,App,cash,500
06/07/2026,BD30701,Eba & Okra,1,1500,1500,Alaga Spot,walkin,card,300
19/06/2026,BD42145,Beef (piece),2,800,1600,Amala Pavilion,App,POS,500
23/06/2026,BD87485,Moi Moi,1,700,700,Butter N Crumbs,app,cash,0
08/05/2026,BD81176,Zobo,1,500,500,Munchies,walk-in,cash,200
25/07/2026,BD61838,Soft Drink,1,439,439,Munchies,App,transfer,0
04/07/2026,BD62194,Jollof Rice,1,1800,1800,Munchies,Phone,pos,0
17/06/2026,BD84559,Puff Puff (6pcs),1,500,500,Jummie Kitchen,,,500
01/06/2026,BD55593,Chicken (piece),4,1500,6000,Butter N Crumbs,walk-in,Transfer,0
11/05/2026,BD59436,Fried Rice,1,1800,1800,Butter N Crumbs,app,pos,0
18/05/2026,BD40737,  PUFF PUFF (6PCS)  ,3,500,1500,Munchies,App,pos,500
29/05/2026,BD41148,Soft Drink,1,401,401,Jummie Kitchen,walk-in,card,200
02/06/2026,BD64079,Amala & Ewedu,2,2000,4000,Amala Pavilion,walk-in,transfer,300
23/05/2026,BD78592,Eba & Okra,1,1500,1500,Alaga Spot,walkin,cash,300
23/06/2026,BD60470,Jollof Rice,1,1800,1800,Munchies,walkin,Transfer,500
17/05/2026,BD38601,Moi Moi,3,700,2100,Butter N Crumbs,phone,card,0
14/06/2026,BD80688,  AMALA & EWEDU  ,2,2000,4000,Alaga Spot,walk-in,card,300
06/07/2026,BD17836,Beef (piece),4,800,3200,Amala Pavilion,app,cash,300
07/05/2026,BD31266,Zobo,2,500,1000,Butter N Crumbs,APP,POS,300
25-Jul-2026,BD93792,Pounded Yam & Egusi,2,2500,5000,Jummie Kitchen,App,card,200
13/06/2026,BD63183,Pounded Yam & Egusi,2,2500,5000,Munchies,Phone,POS,500
2026-06-19,BD18822,Moi Moi,1,700,700,Amala Pavilion,Walk In,Transfer,0
14/06/2026,BD36787,Amala & Ewedu,1,2000,2000,Munchies,phone,POS,300
18/07/2026,BD40980,Chicken (piece),1,1500,1500,Butter N Crumbs,walkin,pos,0
24/05/2026,BD41298,Zobo,1,500,500,Munchies,phone,Transfer,500
12/07/2026,BD52160,Moi Moi,1,756,756,Alaga Spot,App,POS,0
07/06/2026,BD74771,Amala & Ewedu,3,2000,6000,Amala Pavilion,walk-in,card,0
03/07/2026,BD97519,Meat Pie,1,800,800,Munchies,walk-in,pos,500
18/06/2026,BD99710,Bottled Water,1,200,200,Jummie Kitchen,phone,card,0
15/06/2026,BD78164,Fish (piece),1,1200,1200,Butter N Crumbs,app,Transfer,300
25/07/2026,BD47178,Eba & Okra,1,1500,1500,Butter N Crumbs,App,POS,300
09-Jul-2026,BD29929,Beef (piece),2,800,1600,Butter N Crumbs,,,0
23/07/2026,BD63835,Fish (piece),1,1200,1200,Alaga Spot,Phone,Cash,500
08/07/2026,BD53073,Amala & Ewedu,1,2000,2000,Amala Pavilion,Walk In,pos,0
17/06/2026,BD99650,Chicken (piece),1,1500,1500,Munchies,walkin,POS,0
09/06/2026,BD19120,  WHITE RICE & STEW  ,2,1500,3000,Jummie Kitchen,phone,pos,0
20/06/2026,BD75211,  CHICKEN (PIECE)  ,1,1500,1500,Munchies,APP,pos,200
03/06/2026,BD33437,Zobo,3,NGN500,1500,Munchies,App,Transfer,200
08/06/2026,BD72041,Eba & Okra,1,1500,3000,Butter N Crumbs,walkin,Cash,300
27/06/2026,BD26608,Soft Drink,2,NGN400,800,Jummie Kitchen,app,cash,200
18/05/2026,BD98857,Jollof Rice,1,"NGN1,800",1800,Butter N Crumbs,walk-in,POS,200
2026-06-17,BD96661,Fish (piece),1,1200,1200,Butter N Crumbs,app,card,300
11/05/2026,BD41831,Moi Moi,4,700,2800,Jummie Kitchen,App,Cash,200
14/05/2026,BD66314,Soft Drink,1,400,400,Amala Pavilion,Walk In,cash,200
09/05/2026,BD49221,Eba & Okra,1,1500,1500,Butter N Crumbs,Phone,POS,500
17/05/2026,BD33276,Beef (piece),1,800,800,Amala Pavilion,,,0
29/06/2026,BD77673,Pounded Yam & Egusi,1,2500,2500,Alaga Spot,app,Cash,0
05/05/2026,BD79942,Beef (piece),1,800,800,Jummie Kitchen,Phone,pos,500
03/06/2026,BD94500,  ZOBO  ,1,500,500,Alaga Spot,App,transfer,0
31/05/2026,BD72670,Zobo,1,538,538,Munchies,walk-in,transfer,300
05-May-2026,BD57953,White Rice & Stew,1,1500,1500,Jummie Kitchen,APP,cash,300
08/05/2026,BD90199,Pounded Yam & Egusi,2,2500,5000,Amala Pavilion,walk-in,transfer,0
30/05/2026,BD65797,Soft Drink,1,400,400,Amala Pavilion,phone,card,300
14/07/2026,BD79420,Beef (piece),2,800,1600,Jummie Kitchen,APP,cash,500
31-May-2026,BD11861,Pounded Yam & Egusi,1,2500,2500,Butter N Crumbs,APP,card,0
06/07/2026,BD59790,  BEEF (PIECE)  ,1,800,800,Munchies,walkin,Transfer,200
25-Jul-2026,BD10649,Pounded Yam & Egusi,2,2401,4802,Amala Pavilion,walk-in,cash,200
2026-05-07,BD36174,Bottled Water,1,200,200,Alaga Spot,Walk In,transfer,300
24-Jul-2026,BD13926,  PUFF PUFF (6PCS)  ,1,500,500,Munchies,app,pos,0
07/05/2026,BD90981,  CHICKEN (PIECE)  ,1,1500,1500,Munchies,Walk In,Cash,300
2026-05-22,BD77277,Meat Pie,1,800,800,Butter N Crumbs,Walk In,POS,300
13-Jun-2026,BD48603,Amala & Ewedu,1,2000,2000,Butter N Crumbs,App,pos,200
02/05/2026,BD43972,Puff Puff (6pcs),3,500,1500,Jummie Kitchen,Phone,POS,0
18/07/2026,BD20139,Moi Moi,2,700,1400,Amala Pavilion,APP,pos,300
02/07/2026,BD40386,Beef (piece),3,800,2400,Munchies,APP,Transfer,0
2026-05-15,BD37215,Eba & Okra,1,1500,1500,Amala Pavilion,Walk In,pos,0
16/06/2026,BD88139,Amala & Ewedu,1,2000,2000,Amala Pavilion,App,pos,300
05/06/2026,BD52744,  SOFT DRINK  ,1,400,400,Amala Pavilion,phone,cash,0
2026-06-06,BD98027,Jollof Rice,2,1800,3600,Butter N Crumbs,phone,cash,200
19/06/2026,BD11364,Zobo,2,500,1000,Alaga Spot,Walk In,Transfer,200
28/06/2026,BD11990,Puff Puff (6pcs),2,500,1000,Jummie Kitchen,App,Transfer,500
14/07/2026,BD71571,Chicken (piece),1,1500,1500,Jummie Kitchen,App,Cash,0
01/05/2026,BD68800,Bottled Water,3,200,600,Alaga Spot,Walk In,Cash,0
07/06/2026,BD45190,Meat Pie,1,800,800,Amala Pavilion,App,pos,300
21-May-2026,BD63562,Zobo,3,500,1500,Munchies,app,card,500
29/05/2026,BD97186,Pounded Yam & Egusi,3,2500,7500,Jummie Kitchen,Phone,Cash,0
21/07/2026,BD72053,Chicken (piece),1,1500,1500,Butter N Crumbs,walkin,transfer,500
27/06/2026,BD49375,Puff Puff (6pcs),2,500,1000,Munchies,app,cash,500
27/07/2026,BD48408,Moi Moi,1,700,700,Munchies,walkin,transfer,300
13/05/2026,BD14224,Fish (piece),2,1200,2400,Jummie Kitchen,App,Cash,0
21/05/2026,BD63840,Chicken (piece),4,"NGN1,500",6000,Butter N Crumbs,APP,card,500
29/05/2026,BD71700,Zobo,1,500,500,Munchies,App,Cash,0
03/05/2026,BD33086,Beef (piece),3,800,2400,Jummie Kitchen,Phone,Cash,300
20/05/2026,BD66139,White Rice & Stew,1,1500,1500,Jummie Kitchen,walk-in,pos,0
26/07/2026,BD89525,Pounded Yam & Egusi,1,2500,2500,Butter N Crumbs,walkin,POS,0
19/06/2026,BD64874,White Rice & Stew,2,1500,3000,Butter N Crumbs,Phone,card,500
28-Jul-2026,BD30753,Chicken (piece),1,1500,1500,Munchies,walkin,pos,0
05/07/2026,BD35301,Zobo,2,500,1000,Alaga Spot,Phone,cash,0
07/05/2026,BD92306,White Rice & Stew,2,1500,3000,Butter N Crumbs,Phone,POS,500
10/07/2026,BD99523,Fish (piece),1,1200,1200,Alaga Spot,Walk In,Cash,0
04/06/2026,BD46356,White Rice & Stew,2,1404,2808,Jummie Kitchen,walkin,Transfer,500
25/06/2026,BD75956,Pounded Yam & Egusi,1,2500,2500,Butter N Crumbs,phone,card,0
07-Jul-2026,BD69885,Jollof Rice,4,1800,7200,Munchies,walk-in,Transfer,200
18-Jul-2026,BD35609,Moi Moi,3,700,2100,Munchies,App,pos,0
24/05/2026,BD14099,Beef (piece),1,800,800,Amala Pavilion,walk-in,transfer,0
25/06/2026,BD34034,Fried Rice,1,1800,1800,Amala Pavilion,App,Transfer,500
02/06/2026,BD18305,Zobo,1,500,500,Amala Pavilion,Phone,card,500
04/05/2026,BD67939,Amala & Ewedu,1,2000,2000,Alaga Spot,Walk In,card,0
10/05/2026,BD80453,Eba & Okra,1,1500,1500,Alaga Spot,walk-in,POS,500
04/07/2026,BD33576,Amala & Ewedu,1,2000,2000,Jummie Kitchen,Walk In,Cash,300
24/06/2026,BD23106,Meat Pie,1,800,800,Jummie Kitchen,Phone,Cash,200
21/05/2026,BD22807,Bottled Water,2,200,400,Jummie Kitchen,Phone,pos,0
30/05/2026,BD85751,Moi Moi,1,700,700,Alaga Spot,,,500
16/07/2026,BD22065,  PUFF PUFF (6PCS)  ,2,500,1000,Munchies,Phone,Cash,200
13/07/2026,BD72973,Fish (piece),2,1200,2400,Jummie Kitchen,Phone,cash,500
13/07/2026,BD51353,Amala & Ewedu,1,2000,2000,Amala Pavilion,Phone,cash,0
16/07/2026,BD37321,Jollof Rice,2,1800,3600,Butter N Crumbs,Phone,POS,500
18/05/2026,BD75382,  PUFF PUFF (6PCS)  ,2,500,1000,Munchies,phone,pos,500
10-Jun-2026,BD64732,Jollof Rice,1,1800,1800,Jummie Kitchen,Phone,cash,300
07/05/2026,BD23875,Puff Puff (6pcs),2,500,1000,Butter N Crumbs,phone,card,0
21/05/2026,BD89195,  EBA & OKRA  ,2,1500,3000,Alaga Spot,Phone,Transfer,0
13/06/2026,BD67941,Amala & Ewedu,2,2000,4000,Butter N Crumbs,App,Cash,200
05/05/2026,BD59986,Amala & Ewedu,4,2000,8000,Butter N Crumbs,Walk In,POS,200
18/07/2026,BD63267,Pounded Yam & Egusi,2,2500,5000,Amala Pavilion,APP,Transfer,0
20/07/2026,BD58546,White Rice & Stew,1,1500,1500,Alaga Spot,Phone,Cash,300
28/06/2026,BD25891,Chicken (piece),2,1500,3000,Butter N Crumbs,app,card,300
15/06/2026,BD54846,  FRIED RICE  ,1,1800,1800,Alaga Spot,Phone,Cash,0
27/06/2026,BD14634,Fried Rice,2,1800,3600,Munchies,phone,card,500
20/06/2026,BD61202,Bottled Water,1,200,200,Alaga Spot,App,cash,300
30-May-2026,BD33091,Chicken (piece),1,1500,1500,Amala Pavilion,App,card,0
25-Jun-2026,BD70322,Beef (piece),1,800,800,Munchies,,,0
11-Jul-2026,BD29382,  BEEF (PIECE)  ,1,800,800,Jummie Kitchen,App,POS,200
26/06/2026,BD82937,Fish (piece),1,1200,1200,Jummie Kitchen,Phone,Cash,200
13/07/2026,BD21789,Fried Rice,1,2008,2008,Jummie Kitchen,walk-in,POS,0
20/06/2026,BD30732,  BEEF (PIECE)  ,1,800,800,Jummie Kitchen,APP,transfer,0
23/05/2026,BD38467,Fish (piece),1,1200,1200,Jummie Kitchen,Phone,cash,300
2026-07-01,BD62081,Fish (piece),1,1200,1200,Amala Pavilion,walkin,Cash,500
02/05/2026,BD74799,Zobo,2,NGN500,1000,Alaga Spot,app,pos,0
28/06/2026,BD24835,Chicken (piece),1,1500,1500,Alaga Spot,walk-in,cash,500
15/07/2026,BD65465,White Rice & Stew,1,1500,3000,Jummie Kitchen,App,cash,300
02/05/2026,BD54020,Pounded Yam & Egusi,1,2500,2500,Butter N Crumbs,App,Transfer,0
23/06/2026,BD31712,Moi Moi,1,700,700,Amala Pavilion,phone,Cash,300
12/07/2026,BD91735,Puff Puff (6pcs),1,500,500,Alaga Spot,walk-in,cash,500
06-Jul-2026,BD78697,Zobo,2,543,1086,Alaga Spot,walkin,POS,0
09/06/2026,BD82323,Meat Pie,4,800,3200,Jummie Kitchen,APP,transfer,0
28/07/2026,BD32834,  MOI MOI  ,1,700,700,Butter N Crumbs,APP,cash,500
31/05/2026,BD47132,Meat Pie,1,800,800,Munchies,app,card,0
26-Jun-2026,BD35204,  AMALA & EWEDU  ,1,2000,2000,Munchies,App,Transfer,0
20/06/2026,BD83307,Jollof Rice,1,1800,1800,Munchies,Phone,Cash,200
17/07/2026,BD13700,Jollof Rice,2,1800,3600,Amala Pavilion,App,card,0
20/07/2026,BD69826,  PUFF PUFF (6PCS)  ,4,500,2000,Jummie Kitchen,app,Cash,500
16/06/2026,BD10220,White Rice & Stew,3,1500,4500,Butter N Crumbs,walk-in,pos,300
2026-05-02,BD82845,Pounded Yam & Egusi,1,2500,2500,Amala Pavilion,APP,Transfer,200
03/05/2026,BD83772,Chicken (piece),2,1500,3000,Munchies,walk-in,transfer,500
11/05/2026,BD82305,Zobo,1,500,500,Munchies,Walk In,card,200
10/07/2026,BD94815,Moi Moi,2,700,1400,Amala Pavilion,app,Cash,300
01/07/2026,BD30577,Beef (piece),1,800,800,Amala Pavilion,walk-in,cash,0
11/07/2026,BD17683,Soft Drink,1,400,400,Amala Pavilion,App,pos,500
16/06/2026,BD68342,Soft Drink,2,400,800,Munchies,App,transfer,0
12/05/2026,BD83822,Beef (piece),2,800,1600,Amala Pavilion,walkin,pos,300
18-Jun-2026,BD83445,Amala & Ewedu,1,2000,2000,Jummie Kitchen,Phone,POS,0
11/05/2026,BD72773,Zobo,1,500,500,Butter N Crumbs,walk-in,Cash,0
13/06/2026,BD38476,Pounded Yam & Egusi,2,2500,5000,Amala Pavilion,App,cash,0
14/05/2026,BD38277,  BOTTLED WATER  ,1,200,200,Munchies,phone,card,200
17/06/2026,BD50180,Fried Rice,2,1800,3600,Amala Pavilion,App,card,200
21/06/2026,BD38329,Moi Moi,2,700,1400,Alaga Spot,app,cash,200
11/05/2026,BD95029,Meat Pie,1,800,800,Jummie Kitchen,,,300
17/05/2026,BD27536,Fish (piece),1,1200,1200,Amala Pavilion,walkin,pos,0
02/07/2026,BD11213,Puff Puff (6pcs),1,500,500,Amala Pavilion,Walk In,POS,200
18/07/2026,BD29079,Moi Moi,1,700,700,Munchies,walkin,cash,300
23-Jul-2026,BD88423,Zobo,1,500,500,Alaga Spot,app,Cash,200
2026-06-22,BD35252,Chicken (piece),4,1500,6000,Amala Pavilion,app,pos,500
20-Jul-2026,BD64689,Beef (piece),4,800,3200,Butter N Crumbs,walk-in,cash,500
25/07/2026,BD24681,Bottled Water,1,200,200,Butter N Crumbs,app,Transfer,300
27/06/2026,BD87151,  EBA & OKRA  ,1,1500,1500,Amala Pavilion,app,pos,0
13/05/2026,BD63090,Eba & Okra,1,1500,1500,Alaga Spot,phone,Cash,0
20/07/2026,BD52412,Puff Puff (6pcs),2,500,1000,Jummie Kitchen,phone,POS,200
28/05/2026,BD45968,Fried Rice,1,1800,1800,Amala Pavilion,walk-in,POS,0
07/06/2026,BD69468,Chicken (piece),1,1500,1500,Amala Pavilion,App,Transfer,0
12/05/2026,BD77999,Fried Rice,1,1800,1800,Butter N Crumbs,walk-in,Cash,200
17/05/2026,BD11109,Puff Puff (6pcs),3,500,1500,Butter N Crumbs,Walk In,POS,200
14/05/2026,BD82534,Bottled Water,1,200,200,Butter N Crumbs,Walk In,pos,0
